rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
2-undecanone	related	UniProt	CHEBI:17700	undecan-2-one				different_inchikeys
2-{[(4-methoxybenzyl)(methyl)amino]methyl}-2-methylpropane-1,3-diol	related	UniProt	CHEBI:139164	2-{[(4-methoxybenzyl)(methyl)amino]methyl}-2-methylpropane-1,3-diol(1+)	exact+http://purl.obolibrary.org/obo/CHEBI_139163|label+http://purl.obolibrary.org/obo/CHEBI_139163	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
20-carboxy-leukotriene B4	related	UniProt	CHEBI:90722	20-hydroxy-20-oxoleukotriene B4(2-)				different_inchikeys
20-hydroxy prostaglandin A1	related	UniProt	CHEBI:136663	20-hydroxyprostaglandin A1(1-)	related+http://purl.obolibrary.org/obo/CHEBI_137529		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy prostaglandin E1	related	UniProt	CHEBI:136661	20-hydroxyprostaglandin E1(1-)	related+http://purl.obolibrary.org/obo/CHEBI_137526		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy prostaglandin E2	related	UniProt	CHEBI:136653	20-hydroxyprostaglandin E2(1-)	related+http://purl.obolibrary.org/obo/CHEBI_137370		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy-(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate	related	UniProt	CHEBI:133939	(4Z,7Z,10Z,13Z,16Z)-20-hydroxydocosapentaenoate				different_inchikeys
20-hydroxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:132026	20-HETrE(1-)				different_inchikeys
20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate	related	UniProt	CHEBI:76624	20-HETE(1-)				different_inchikeys
20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate	related	UniProt	CHEBI:76639	20-HEPE(1-)				different_inchikeys
20-hydroxy-11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoate	related	UniProt	CHEBI:137475	11,12-epoxy-20-hydroxy-(5Z,8Z,14Z)-icosatrienoate				different_inchikeys
20-hydroxy-14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate	related	UniProt	CHEBI:137476	14,15-epoxy-20-hydroxy-(5Z,8Z,11Z)-icosatrienoate				different_inchikeys
20-hydroxy-3-oxopregn-4-en-21-al	exact	IUPAC|UniProt	CHEBI:15690	20-hydroxy-3-oxopregn-4-en-21-al				different_inchikeys
20-hydroxy-6-trans-leukotriene B4	related	UniProt	CHEBI:90732	20-hydroxy-6-trans-leukotriene B4(1-)	label+http://purl.obolibrary.org/obo/CHEBI_90992		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy-8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate	related	UniProt	CHEBI:137474	8,9-epoxy-20-hydroxy-(5Z,11Z,14Z)-icosatrienoate				different_inchikeys
20-hydroxy-leukotriene B4	related	UniProt	CHEBI:57460	20-hydroxy-leukotriene B4(1-)	label+http://purl.obolibrary.org/obo/CHEBI_15646		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy-leukotriene E4	related	UniProt	CHEBI:58584	20-hydroxy-leukotriene E4(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_28700|label+http://purl.obolibrary.org/obo/CHEBI_28700	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
20-hydroxy-lipoxin A4	related	UniProt	CHEBI:90707	20-hydroxylipoxin A4(1-)				different_inchikeys
20-hydroxy-lipoxin B4	related	UniProt	CHEBI:90711	20-hydroxylipoxin B4(1-)				different_inchikeys
20-hydroxyecdysone	exact	UniProt	CHEBI:16587	20-hydroxyecdysone				different_inchikeys
20-methyl-21,22-didehydro-20,21-dihydrobotryococcene	exact	UniProt	CHEBI:70864	20-methyl-21,22-didehydro-20,21-dihydrobotryococcene				different_inchikeys
20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate	related	UniProt	CHEBI:76645	20-oxoarachidonate				different_inchikeys
20-oxo-5-O-beta-D-mycaminosyltylonolide	related	UniProt	CHEBI:76803	5-O-beta-D-mycaminosyl-20-oxotylonolide(1+)	related+http://purl.obolibrary.org/obo/CHEBI_77009		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
20-oxo-leukotriene B4	related	UniProt	CHEBI:90720	20-oxoleukotriene B4(1-)				different_inchikeys
20S,23,24-trihydroxycholecalciferol	related	UniProt	CHEBI:91307	(20S,23,24)-trihydroxyvitamin D3				different_inchikeys
20S,23,25-trihydroxycholecalciferol	related	UniProt	CHEBI:91308	(20S,23,25)-trihydroxyvitamin D3				different_inchikeys
20S,23-dihydroxycholecalciferol	related	UniProt	CHEBI:91306	(20S,23)-dihydroxyvitamin D3				different_inchikeys
20S,24R-dihydroxycholecalciferol	related	UniProt	CHEBI:90985	(20S,24R)-dihydroxyvitamin D3				different_inchikeys
20S,24S-dihydroxycholecalciferol	related	UniProt	CHEBI:90986	(20S,24S)-dihydroxyvitamin D3				different_inchikeys
20S,25-dihydroxycholecalciferol	related	UniProt	CHEBI:90984	20(S),25-dihydroxyvitamin D3				different_inchikeys
20S-hydroxycholecalciferol	related	UniProt	CHEBI:90983	(20S)-hydroxyvitamin D3				different_inchikeys
20alpha-hydroxy-5beta-pregnan-3-one	related	UniProt	CHEBI:78666	5beta-pregnan-20alpha-ol-3-one				different_inchikeys
21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate	related	UniProt	CHEBI:132025	21-HDoHE(1-)				different_inchikeys
21-hydroxyprogesterone	related	ChemIDplus|UniProt	CHEBI:16973	11-deoxycorticosterone				different_inchikeys
21-phosphorifampicin	related	UniProt	CHEBI:140195	21-phosphorifampicin(2-)	label+http://purl.obolibrary.org/obo/CHEBI_140276		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate	related	UniProt	CHEBI:77015	(4Z,7Z,10Z,13Z,16Z,19Z)-22-hydroxydocosahexaenoate				different_inchikeys
22-hydroxydocosanoate	exact	IUPAC|UniProt	CHEBI:76304	22-hydroxydocosanoate				different_inchikeys
22-oxodocosanoate	exact	IUPAC|UniProt	CHEBI:76298	22-oxodocosanoate				different_inchikeys
22R-hydroxycholesterol	related	LIPID_MAPS|UniProt	CHEBI:67237	(22R)-22-hydroxycholesterol				different_inchikeys
23,24-dihydrocucurbitacin B	exact	UniProt	CHEBI:62217	23,24-dihydrocucurbitacin B				different_inchikeys
23S,25-dihydroxy-24-oxocholecalciferol	related	UniProt	CHEBI:90980	23(S),25-dihydroxy-24-oxovitamin D3				different_inchikeys
24,25-dihydrolanosterol	exact	UniProt	CHEBI:28113	24,25-dihydrolanosterol				different_inchikeys
24-hydroxy-beta-amyrin	exact	UniProt	CHEBI:62459	24-hydroxy-beta-amyrin				different_inchikeys
24-hydroxycholesterol	exact	UniProt	CHEBI:50515	24-hydroxycholesterol				different_inchikeys
24-methylene-24-dihydrolanosterol	related	UniProt	CHEBI:70315	eburicol				different_inchikeys
24-methylene-5alpha-cholest-8-en-3beta-ol	related	ChEBI|UniProt	CHEBI:17038	fecosterol				different_inchikeys
24-methylidenelophenol	exact	UniProt	CHEBI:29107	24-methylidenelophenol				different_inchikeys
24S,25-dihydroxycholesterol	related	UniProt	CHEBI:86074	(24S,25)-dihydroxycholesterol				different_inchikeys
25-hydroxy-24-oxocalciol	exact	UniProt	CHEBI:47805	25-hydroxy-24-oxocalciol				different_inchikeys
25-hydroxycholesterol	exact	UniProt	CHEBI:42977	25-hydroxycholesterol				different_inchikeys
25-hydroxyvitamin D2	exact	UniProt	CHEBI:86319	25-hydroxyvitamin D2				different_inchikeys
26-deglucoprotodioscin	related	ChEBI|UniProt	CHEBI:74026	26-desglucoprotodioscin				different_inchikeys
26-desgluco-avenacoside A	related	UniProt	CHEBI:75932	26-desglucoavenacoside A				different_inchikeys
26-desgluco-avenacoside B	related	UniProt	CHEBI:75931	26-desglucoavenacoside B				different_inchikeys
26-hydroxycholesterol	exact	UniProt	CHEBI:17703	26-hydroxycholesterol				different_inchikeys
26-hydroxyhexacosanoate	exact	IUPAC|UniProt	CHEBI:76305	26-hydroxyhexacosanoate				different_inchikeys
26-oxohexacosanoate	exact	IUPAC|UniProt	CHEBI:76311	26-oxohexacosanoate				different_inchikeys
27-O-demethylrifamycin SV	related	UniProt	CHEBI:84572	27-O-demethylrifamycin SV(1-)	label+http://purl.obolibrary.org/obo/CHEBI_34311		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone	exact	UniProt	CHEBI:16058	2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone				different_inchikeys
2beta-hydroxy-5-epi-aristolochene	exact	UniProt	CHEBI:142082	2beta-hydroxy-5-epi-aristolochene				different_inchikeys
2beta-hydroxytestosterone	exact	UniProt	CHEBI:137077	2beta-hydroxytestosterone				different_inchikeys
3''-adenylylstreptomycin	related	UniProt	CHEBI:58605	3''-adenylylstreptomycin(2+)	label+http://purl.obolibrary.org/obo/CHEBI_29076		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3''-deamino-3''-hydroxykanamycin B	related	UniProt	CHEBI:72944	3''-deamino-3''-hydroxykanamycin B(4+)	label+http://purl.obolibrary.org/obo/CHEBI_72990		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3''-deamino-3''-hydroxykanamycin C	related	UniProt	CHEBI:72945	3''-deamino-3''-hydroxykanamycin C(3+)	label+http://purl.obolibrary.org/obo/CHEBI_73078		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3''-deamino-3''-hydroxykanamycin X	related	UniProt	CHEBI:72946	3''-deamino-3''-hydroxykanamycin X(2+)	label+http://purl.obolibrary.org/obo/CHEBI_72992		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3''-deamino-3''-oxonicotianamine	related	UniProt	CHEBI:58685	3''-deamino-3''-oxonicotianaminium(1-)	label+http://purl.obolibrary.org/obo/CHEBI_38160		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3''-hydroxy-geranylhydroquinone	exact	UniProt	CHEBI:61158	3''-hydroxy-geranylhydroquinone				different_inchikeys
3',4',5'-O-trimethyltricetin	related	UniProt	CHEBI:60020	3',4',5'-O-trimethyltricetin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_543745		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',4',5,6-tetrahydroxy-3,7-dimethoxyflavone	related	UniProt	CHEBI:77769	3',4',5,6-tetrahydroxy-3,7-dimethoxyflavone(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_27767|label+http://purl.obolibrary.org/obo/CHEBI_27767	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',4',5,7-tetrahydroxy-3-methoxyflavone	related	UniProt	CHEBI:57928	3',4',5-trihydroxy-3-methoxyflavon-7-olate	label+http://purl.obolibrary.org/obo/CHEBI_16860		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',4',5-trihydroxy-3,6,7-trimethoxyflavone	exact	UniProt	CHEBI:18016	3',4',5-trihydroxy-3,6,7-trimethoxyflavone				different_inchikeys
3',4',5-trihydroxy-3,7-dimethoxyflavone	related	UniProt	CHEBI:77710	3',4',5-trihydroxy-3,7-dimethoxyflavone(1-)	label+http://purl.obolibrary.org/obo/CHEBI_18010		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-cyclic AMP	related	UniProt	CHEBI:58165	3',5'-cyclic AMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_17489		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-cyclic CMP	related	UniProt	CHEBI:58003	3',5'-cyclic CMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_17065		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-cyclic GMP	related	UniProt	CHEBI:57746	3',5'-cyclic GMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_16356		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-cyclic IMP	related	UniProt	CHEBI:134197	3',5'-cyclic IMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_27541		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-di-O-methyltricetin	related	UniProt	CHEBI:60016	3',5'-di-O-methyltricetin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_59979		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3',5'-dihydroxyflavanone	label		CHEBI:48025	3',5'-dihydroxyflavanone				different_inchikeys
3',5'-dimethoxyflavone	label		CHEBI:138732	3',5'-dimethoxyflavone				different_inchikeys
3',5'-unsubstituted flavanone	label		CHEBI:138897	3',5'-unsubstituted flavanone				different_inchikeys
3',5-dihydroxy-3,4',7-trimethoxyflavone	related	UniProt	CHEBI:77770	3',5-dihydroxy-3,4',7-trimethoxyflavone(1-)	label+http://purl.obolibrary.org/obo/CHEBI_27825		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-AMP	related	UniProt	CHEBI:60880	3'-AMP(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_28931|label+http://purl.obolibrary.org/obo/CHEBI_28931	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-CMP	related	UniProt	CHEBI:60875	3'-CMP(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_53013|label+http://purl.obolibrary.org/obo/CHEBI_53013	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-GMP	related	UniProt	CHEBI:60732	guanosine 3'-monophosphate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_28072		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-L-prolyl-AMP	related	UniProt	CHEBI:140179	3'-L-prolyl-AMP(1-)	label+http://purl.obolibrary.org/obo/CHEBI_131572		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-N-debenzoyl-2'-deoxytaxol	related	UniProt	CHEBI:79186	3'-N-debenzoyl-2'-deoxytaxol(1+)	label+http://purl.obolibrary.org/obo/CHEBI_74030		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3'-N-debenzoyltaxol	related	UniProt	CHEBI:63863	3'-N-debenzoyltaxol(1+)	label+http://purl.obolibrary.org/obo/CHEBI_63862		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3'-O-methyltricetin	related	UniProt	CHEBI:60014	3'-O-methyltricetin(1-)	label+http://purl.obolibrary.org/obo/CHEBI_59976		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-UMP	related	UniProt	CHEBI:60784	3'-UMP(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_28895|label+http://purl.obolibrary.org/obo/CHEBI_28895	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-demethylstaurosporine	related	UniProt	CHEBI:57473	3'-demethylstaurosporinium(1+)	label+http://purl.obolibrary.org/obo/CHEBI_15692		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
3'-dephospho-CoA	related	UniProt	CHEBI:57328	3'-dephospho-CoA(2-)	label+http://purl.obolibrary.org/obo/CHEBI_15468		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3'-hydroxy,5'-unsubstituted flavanone	exact		CHEBI:138951	3'-hydroxy-5'-unsubstituted flavanone				different_inchikeys
3'-hydroxyflavone	exact		CHEBI:27741	3'-hydroxyflavonoid	label+http://purl.obolibrary.org/obo/CHEBI_63326		no_relationship	different_inchikeys
3'-ketolactose	exact	UniProt	CHEBI:27571	3'-ketolactose				different_inchikeys
3'-methoxyflavone	related	ChEBI	CHEBI:138730	3'-methoxyflavones	exact+http://purl.obolibrary.org/obo/CHEBI_63327|label+http://purl.obolibrary.org/obo/CHEBI_63327	|	direct_subClassOf	same_inchikey
3'-phosphoadenylyl sulfate	related	UniProt	CHEBI:58339	3'-phosphonato-5'-adenylyl sulfate(4-)				different_inchikeys
3'-unsubstituted flavone	label		CHEBI:138726	3'-unsubstituted flavone				different_inchikeys
3,12-dihydroxydodecanoate	exact	IUPAC|UniProt	CHEBI:76618	3,12-dihydroxylaurate				different_inchikeys
3,16-dihydroxyhexadecanoate	exact	IUPAC|UniProt	CHEBI:63904	3,16-dihydroxypalmitate				different_inchikeys
3,17-dihydroxy-9,10-seconandrost-1,3,5(10)-triene-9-one	exact	UniProt	CHEBI:85575	3,17-dihydroxy-9,10-seconandrost-1,3,5(10)-triene-9-one				different_inchikeys
3,18-dihydroxyoctadecanoate	exact	IUPAC|UniProt	CHEBI:76615	3,18-dihydroxyoctadecanoate				different_inchikeys
3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene	exact	UniProt	CHEBI:70865	3,20-dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene				different_inchikeys
3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene	exact	UniProt	CHEBI:70861	3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene				different_inchikeys
3,22-dioxochol-4-en-24-oyl-CoA	related	UniProt	CHEBI:86014	3,22-dioxochol-4-en-24-oyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_86293		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,3',4',5,7,8-hexahydroxyflavone	related	UniProt	CHEBI:77862	gossypetin(1-)				different_inchikeys
3,3',4',5,7-pentahydroxy-8-methoxyflavone	related	UniProt	CHEBI:58544	3',4',5,7-pentahydroxy-8-methoxyflavon-3-olate	exact+http://purl.obolibrary.org/obo/CHEBI_28018|label+http://purl.obolibrary.org/obo/CHEBI_28018	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,3',5'-triiodo-L-thyronine	related	UniProt	CHEBI:57261	3,3',5'-triiodo-L-thyronine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_11684|label+http://purl.obolibrary.org/obo/CHEBI_11684	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3,3',5-trihydroxybibenzyl	exact	UniProt	CHEBI:87804	3,3',5-trihydroxybibenzyl				different_inchikeys
3,3',5-triiodo-L-thyronine	related	UniProt	CHEBI:533015	3,3',5-triiodo-L-thyronine zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_18258|label+http://purl.obolibrary.org/obo/CHEBI_18258	|	http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
3,3'-biflaviolin	related	UniProt	CHEBI:77877	3,3'-biflaviolin(3-)	label+http://purl.obolibrary.org/obo/CHEBI_51836		no_relationship	same_inchikey
3,3'-bipyridine-2,2',5,5',6,6'-hexol	exact	IUPAC|UniProt	CHEBI:64999	3,3'-bipyridine-2,2',5,5',6,6'-hexol				different_inchikeys
3,4,17-trihydroxy-9,10-seconandrost-1,3,5(10)-triene-9-one	exact	UniProt	CHEBI:85576	3,4,17-trihydroxy-9,10-seconandrost-1,3,5(10)-triene-9-one				different_inchikeys
3,4,5-trihydroxybenzoate	exact	IUPAC|UniProt	CHEBI:16918	gallate				different_inchikeys
3,4,6-trichlorocatechol	related	UniProt	CHEBI:134391	3,4,6-trichlorocatechol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_32971		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,4-dehydrothiomorpholine-3-carboxylate	exact	UniProt	CHEBI:58517	3,4-dehydrothiomorpholine-3-carboxylate	related+http://purl.obolibrary.org/obo/CHEBI_27626		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,4-dichloroaniline	exact	IUPAC|UniProt	CHEBI:16767	3,4-dichloroaniline				different_inchikeys
3,4-dichlorocatechol	exact	UniProt	CHEBI:90882	3,4-dichlorocatechol				different_inchikeys
3,4-dihydrocoumarin	exact	ChEBI|UniProt	CHEBI:16151	3,4-dihydrocoumarin				different_inchikeys
3,4-dihydroxy-2-methyl-1-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide	related	UniProt	CHEBI:90786	2-methyl-1-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline-3,4-diol				different_inchikeys
3,4-dihydroxy-5-all-trans-decaprenylbenzoate	related	UniProt	CHEBI:62793	3-decaprenyl-4,5-dihydroxybenzoate				different_inchikeys
3,4-dihydroxy-5-all-trans-heptaprenylbenzoate	exact	UniProt	CHEBI:84450	3,4-dihydroxy-5-all-trans-heptaprenylbenzoate				different_inchikeys
3,4-dihydroxy-5-all-trans-hexaprenylbenzoate	related	UniProt	CHEBI:58373	3-hexaprenyl-4,5-dihydroxybenzoate				different_inchikeys
3,4-dihydroxy-5-all-trans-nonaprenylbenzoate	related	UniProt	CHEBI:62789	3-nonaprenyl-4,5-dihydroxybenzoate				different_inchikeys
3,4-dihydroxy-5-all-trans-octaprenylbenzoate	exact	UniProt	CHEBI:84452	3,4-dihydroxy-5-all-trans-octaprenylbenzoate				different_inchikeys
3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	exact	IUPAC|UniProt	CHEBI:15896	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione				different_inchikeys
3,4-dihydroxybenzaldehyde	exact	IUPAC|UniProt	CHEBI:50205	3,4-dihydroxybenzaldehyde				different_inchikeys
3,4-dihydroxybenzoate	exact	IUPAC|UniProt	CHEBI:36241	3,4-dihydroxybenzoate				different_inchikeys
3,4-dihydroxymandelaldehyde	exact	UniProt	CHEBI:27852	3,4-dihydroxymandelaldehyde				different_inchikeys
3,4-dihydroxyphenylacetaldehyde	exact	UniProt	CHEBI:27978	3,4-dihydroxyphenylacetaldehyde				different_inchikeys
3,4-dihydroxyphenylacetate	related	UniProt	CHEBI:17612	(3,4-dihydroxyphenyl)acetate				different_inchikeys
3,4-dihydroxyphenylethyleneglycol	exact	UniProt	CHEBI:1387	3,4-dihydroxyphenylethyleneglycol				different_inchikeys
3,4-dihydroxyphenylpyruvate	exact	UniProt	CHEBI:29055	3,4-dihydroxyphenylpyruvate				different_inchikeys
3,4-dihydroxyphthalate	related	ChEBI|UniProt	CHEBI:58137	3,4-dihydroxyphthalate(2-)				different_inchikeys
3,4-dihydroxypyridine	related	UniProt	CHEBI:29053	pyridine-3,4-diol				different_inchikeys
3,4-dimethoxybenzaldehyde	exact	ChEBI|IUPAC|UniProt	CHEBI:17098	veratraldehyde				different_inchikeys
3,4-dinitrotoluene	exact	UniProt	CHEBI:142285	3,4-dinitrotoluene				different_inchikeys
3,5,3'-triiodothyropyruvate	exact	UniProt	CHEBI:58403	3,5,3'-triiodothyropyruvate				different_inchikeys
3,5,7-trioxododecanoyl-CoA	related	UniProt	CHEBI:66957	3,5,7-trioxododecanoyl-CoA(4-)	label+http://purl.obolibrary.org/obo/CHEBI_67089		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,5-bis(diphospho)-1D-myo-inositol 1,2,4,6-tetrakisphosphate	related	UniProt	CHEBI:140372	3,5-bis(diphospho)-1D-myo-inositol 1,2,4,6-tetrakisphosphate(13-)	label+http://purl.obolibrary.org/obo/CHEBI_62924		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,5-dibromo-4-hydroxybenzoate	related	UniProt	CHEBI:57274	3,5-dibromo-4-oxidobenzoate(2-)	exact+http://purl.obolibrary.org/obo/CHEBI_27544|label+http://purl.obolibrary.org/obo/CHEBI_27544	|	no_relationship	same_inchikey
3,5-dibromo-4-hydroxybenzonitrile	related	UniProt	CHEBI:58046	3,5-dibromo-4-oxidobenzonitrile(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_17192|label+http://purl.obolibrary.org/obo/CHEBI_17192	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,5-dibromobenzene-1,2-diol	exact	IUPAC|UniProt	CHEBI:140214	3,5-dibromocatechol				different_inchikeys
3,5-dichlorocatechol	exact	UniProt	CHEBI:15788	3,5-dichlorocatechol				different_inchikeys
3,5-dihydroxy-1,4-naphthoquinone	related	UniProt	CHEBI:58026	8-hydroxy-1,4-dioxo-1,4-dihydronaphthalen-2-olate				different_inchikeys
3,5-diiodo-L-tyrosine	related	UniProt	CHEBI:57506	3,5-diiodo-L-tyrosinate(1-)	exact+http://purl.obolibrary.org/obo/CHEBI_15768|label+http://purl.obolibrary.org/obo/CHEBI_15768	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,5-dimethylorsellinate	exact	UniProt	CHEBI:131856	3,5-dimethylorsellinate				different_inchikeys
3,6-anhydro-L-galactonate	exact	IUPAC|UniProt	CHEBI:83435	3,6-anhydro-L-galactonate				different_inchikeys
3,6-anhydro-alpha-L-galactopyranose	exact	IUPAC|UniProt	CHEBI:83433	3,6-anhydro-alpha-L-galactopyranose				different_inchikeys
3,6-dichloro-2-methoxybenzoate	exact	UniProt	CHEBI:141349	3,6-dichloro-2-methoxybenzoate				different_inchikeys
3,6-dichlorocatechol	related	UniProt	CHEBI:77767	3,6-dichlorocatechol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_28318		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3,6-dichlorosalicylate	exact	UniProt	CHEBI:141350	3,6-dichlorosalicylate				different_inchikeys
3,7,11,15-tetramethylhexadecanoate	exact	IUPAC|UniProt	CHEBI:37257	phytanate				different_inchikeys
3,7-dideoxy-D-threo-hepto-2,6-diuolosonate	exact	IUPAC|UniProt	CHEBI:58868	3,7-dideoxy-D-threo-hepto-2,6-diuolosonate				different_inchikeys
3,8'-biflaviolin	related	UniProt	CHEBI:77840	3,8'-biflaviolin 2,7,2'-triolate	label+http://purl.obolibrary.org/obo/CHEBI_51837		no_relationship	same_inchikey
3,8-dideoxy-8-oxo-alpha-D-manno-octulosonate	related	UniProt	CHEBI:87090	(7R)-6-deoxy-D-manno-oct-7-ulosuronate				different_inchikeys
3,8-divinyl chlorophyllide a	related	UniProt	CHEBI:83349	divinyl chlorophyllide a(2-)				different_inchikeys
3,8-divinyl protochlorophyllide a	related	UniProt	CHEBI:58632	2,4-divinyl protochlorophyllide a(2-)				different_inchikeys
3-(1-carboxyvinyloxy)anthranilate	related	UniProt	CHEBI:58790	3-(1-carboxylatovinyloxy)anthranilate				different_inchikeys
3-(2,3-dihydroxyphenyl)propanoate	exact	IUPAC|UniProt	CHEBI:46951	3-(2,3-dihydroxyphenyl)propanoate				different_inchikeys
3-(2-carboxyethenyl)-cis,cis-muconate	related	UniProt	CHEBI:57713	3-(2-carboxylatoethenyl)-cis,cis-muconate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_16281		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
3-(2-hydroxyphenyl)propanoate	exact	MetaCyc|UniProt	CHEBI:46957	3-(2-hydroxyphenyl)propanoate				different_inchikeys
