rhea_participant	pred	xrefs	chebi	chebi label	ambigs	ambigs label	ambig_relations	inchitest
2-(methylthio)acetaldehyde	related	ChEBI|UniProt	CHEBI:141184	(methylsulfanyl)acetaldehyde				different_inchikeys
2-(phosphinatomethylidene)butanedioate	related	UniProt	CHEBI:131651	2-(phosphinatomethylidene)succinate(3-)				different_inchikeys
2-(prostaglandin E2)-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:137585	2-[(5Z,13E,15S)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dien-1-oyl]-sn-glycero-3-phosphocholine				different_inchikeys
2-(prostaglandin E2)-sn-glycero-3-phosphoethanolamine	related	UniProt	CHEBI:137581	2-[(5Z,13E,15S)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dien-1-oyl]-sn-glycero-3-phosphoethanolamine zwitterion	related+http://purl.obolibrary.org/obo/CHEBI_138361		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
2-(prostaglandin G2)-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:138100	2-[(9S,11R)-epidioxy-(15S)-hydroperoxy-(5Z,13E)-prostadienoyl]-sn-glycero-3- phosphocholine				different_inchikeys
2-(prostaglandin G2)-sn-glycero-3-phosphoethanolamine	related	UniProt	CHEBI:138098	2-[(9S,11R)-epidioxy-(15S)-hydroperoxy-(5Z,13E)-prostadienoyl]-sn-glycero-3-phosphoethanolamine zwitterion	related+http://purl.obolibrary.org/obo/CHEBI_138744		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
2-(prostaglandin H2)-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:138101	2-[(9S,11R)-epidioxy-(15S)-hydroxy-(5Z,13E)-prostadienoyl]-sn-glycero-3- phosphocholine				different_inchikeys
2-(prostaglandin H2)-sn-glycero-3-phosphoethanolamine	related	UniProt	CHEBI:138099	2-[(9S,11R)-epidioxy-(15S)-hydroxy-(5Z,13E)-prostadienoyl]-sn-glycero-3-phosphoethanolamine zwitterion	related+http://purl.obolibrary.org/obo/CHEBI_138745		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
2-C-methyl-D-erythritol 2,4-cyclic diphosphate	related	UniProt	CHEBI:58483	2-C-methyl-D-erythritol 2,4-cyclic diphosphate(2-)	label+http://purl.obolibrary.org/obo/CHEBI_18425		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-C-methyl-D-erythritol 4-phosphate	related	ChEBI|UniProt	CHEBI:58262	2-C-methyl-D-erythritol 4-phosphate(2-)				different_inchikeys
2-GDP-(2S,3S,6R)-3-hydroxy-5-amino-6-methyl-3,6-dihydro-2H-pyran	related	UniProt	CHEBI:131636	GDP-4-amino-3,4,6-trideoxy-alpha-D-threo-hex-3-enopyranose(2-)				different_inchikeys
2-GDP-(2S,3S,6R)-3-hydroxy-5-imino-6-methyloxane	related	UniProt	CHEBI:131639	GDP-(2S,3S,6R)-3-hydroxy-5-imino-6-methyloxane(1-)				different_inchikeys
2-N,3-O-bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl 1-phosphate	related	UniProt	CHEBI:57957	lipid X(2-)				different_inchikeys
2-N-acetamidomethylphosphonate	related	UniProt	CHEBI:134093	(acetamidomethyl)phosphonate(1-)				different_inchikeys
2-O,3-O-dihexadecanoyl-alpha,alpha-trehalose	related	UniProt	CHEBI:84042	2,3-dipalmitoyl-alpha,alpha-trehalose				different_inchikeys
2-O,3-dimethylflaviolin	related	UniProt	CHEBI:78589	2-O,3-dimethylflaviolin-7-olate	label+http://purl.obolibrary.org/obo/CHEBI_82611		direct_subClassOf	same_inchikey
2-O-(4-deoxy-beta-L-threo-hex-4-enopyranuronosyl)-alpha-L-rhamnopyranose	related	UniProt	CHEBI:62478	2-O-(4-deoxy-beta-L-threo-hex-4-enopyranuronosyl)-alpha-L-rhamnopyranose(1-)	label+http://purl.obolibrary.org/obo/CHEBI_62476		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-O-(5Z,8Z,11Z,14Z)-eicosatetraenylglycerol	related	UniProt	CHEBI:75913	2-O-arachidonylglycerol				different_inchikeys
2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate	exact	UniProt	CHEBI:60331	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate				different_inchikeys
2-O-(alpha-D-glucopyranosyl)-3-O-phospho-D-glycerate	related	UniProt	CHEBI:62600	2-O-(alpha-D-glucopyranosyl)-3-O-phosphonato-D-glycerate(3-)				different_inchikeys
2-O-(alpha-D-glucopyranosyl)-D-glycerate	exact	UniProt	CHEBI:62510	2-O-(alpha-D-glucopyranosyl)-D-glycerate				different_inchikeys
2-O-(alpha-D-glucopyranosyl)-sn-glycerol 3-phosphate	related	UniProt	CHEBI:87089	2-O-(alpha-D-glucosyl)-sn-glycerol 3-phosphate(2-)				different_inchikeys
2-O-(alpha-D-glucopyranosyl)glycerol	exact	UniProt	CHEBI:82766	2-O-(alpha-D-glucopyranosyl)glycerol				different_inchikeys
2-O-(alpha-D-mannosyl)-3-phosphoglycerate	related	UniProt	CHEBI:57744	2-(alpha-D-mannosyl)-3-phosphonatoglycerate(3-)				different_inchikeys
2-O-(alpha-D-mannosyl)-6-O-(6-O-acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol	related	UniProt	CHEBI:136625	2-O-(alpha-D-mannopyranosyl)-6-O-(6-acyl-alpha-D-mannopyranosyl)-1-phosphatidyl-1D-myo-inositol(1-)				different_inchikeys
2-O-(alpha-D-mannosyl)-D-glycerate	related	UniProt	CHEBI:57541	2-(alpha-D-mannosyl)-D-glycerate				different_inchikeys
2-O-[6-O-octanoyl-alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate	exact	UniProt	CHEBI:141058	2-O-[6-O-octanoyl-alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate				different_inchikeys
2-O-[alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate	exact	UniProt	CHEBI:141056	2-O-[alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-D-glycerate	related+http://purl.obolibrary.org/obo/CHEBI_136742		no_relationship	same_inchikey
2-O-[alpha-D-mannopyranosyl-(1->2)-alpha-D-glucopyranosyl]-3-D-glycerate	related	UniProt	CHEBI:87836	2-O-[alpha-D-mannosyl-(1->2)-alpha-D-glucosyl]-D-glycerate				different_inchikeys
2-O-[alpha-D-mannopyranosyl-(1->2)-alpha-D-glucopyranosyl]-3-O-phospho-D-glycerate	related	UniProt	CHEBI:62602	2-O-[alpha-D-mannopyranosyl-(1->2)-alpha-D-glucopyranosyl]-3-O-phosphonato-D-glycerate(3-)				different_inchikeys
2-O-acetyl-1-O-tetradecyl-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:78101	1-tetradecyl-2-acetyl-sn-glycero-3-phosphocholine				different_inchikeys
2-O-caffeoylglucarate	related	ChEBI|UniProt	CHEBI:58157	2-O-caffeoylglucarate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_17470		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-O-hexadecanoyl-alpha,alpha-trehalose	related	UniProt	CHEBI:84041	2-O-palmitoyl-alpha,alpha-trehalose				different_inchikeys
2-O-hexadecyl-sn-glycero-3-phosphocholine	related	ChEBI|UniProt	CHEBI:77696	2-hexadecyl-sn-glycero-3-phosphocholine				different_inchikeys
2-O-sinapoyl-D-glucarate	related	UniProt	CHEBI:58793	2-O-sinapoyl-D-glucarate(2-)				different_inchikeys
2-O-sulfo-2'-O-hexadecanoyl-alpha,alpha-trehalose	related	UniProt	CHEBI:60092	SL659				different_inchikeys
2-O-sulfo-alpha,alpha-trehalose	related	UniProt	CHEBI:60091	alpha,alpha-trehalose-2-sulfate(1-)				different_inchikeys
2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:137582	2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-icosatetraenoyl]-sn-glycero-3-phosphocholine				different_inchikeys
2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoyl]-sn-glycero-3-phosphoethanolamine	related	UniProt	CHEBI:137580	2-[(11R)-hydroxy-(5Z,8Z,12E,14Z)-icosatetraenoyl]-sn-glycero-3-phosphoethanolamine zwitterion	related+http://purl.obolibrary.org/obo/CHEBI_138339		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	same_inchikey
2-[(15R)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:137583	2-[(15R)-hydroxy-(5Z,8Z,11Z,13E)-icosatetraenoyl]-sn-glycero-3-phosphocholine				different_inchikeys
2-[(15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-sn-glycero-3-phosphocholine	related	UniProt	CHEBI:137584	2-[(15S)-hydroxy-(5Z,8Z,11Z,13E)-icosatetraenoyl]-sn-glycero-3-phosphocholine				different_inchikeys
2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	related	UniProt	CHEBI:62899	(R,Z)- 2-carboxylato-4-methyl-5-[(2-phosphonatooxy)ethylidene]-2,5-dihydrothiazole(3-)	label+http://purl.obolibrary.org/obo/CHEBI_138844		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
2-[(5Z,8Z,11Z,14Z)-eicosatetraenoylamino]ethyl (9Z)-octadecenoate	related	UniProt	CHEBI:76070	O-oleoylanandamide				different_inchikeys
2-[(9Z)-octadecenoylamino]ethyl (9Z)-octadecenoate	related	UniProt	CHEBI:76068	N,O-dioleoylethanolamine				different_inchikeys
2-[15(S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl]-glycerol	related	UniProt	CHEBI:137187	15(S)-HPETE 2-glyceryl ester				different_inchikeys
2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	related	UniProt	CHEBI:57784	2-[3-carboxylato-3-(methylammonio)propyl]-L-histidine dizwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_16475|label+http://purl.obolibrary.org/obo/CHEBI_16475	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-acetamidofluorene	exact	UniProt	CHEBI:17356	2-acetamidofluorene				different_inchikeys
2-acetolactate	related	UniProt	CHEBI:57774	2-acetyllactate				different_inchikeys
2-acetyl-sn-glycero-3-phosphocholine	exact	UniProt	CHEBI:78045	2-acetyl-sn-glycero-3-phosphocholine				different_inchikeys
2-acetylphloroglucinol	related	UniProt	CHEBI:64344	2',4',6'-trihydroxyacetophenone				different_inchikeys
2-acyl-3-O-(beta-D-galactosyl)-sn-glycerol	exact		CHEBI:18063	2-O-acyl-3-O-beta-D-galactosyl-sn-glycerol				different_inchikeys
2-acyl-4,6,6-triprenylphloroglucinol	exact		CHEBI:134348	beta-bitter acid(1-)				different_inchikeys
2-acyl-4,6-diprenylphloroglucinol	exact		CHEBI:134346	2-acyl-4,6-diprenylphloroglucinol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_136850		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
2-acyl-4-prenylphloroglucinol	exact		CHEBI:134371	2-acyl-4-prenylphloroglucinol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_134339		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
2-acyl-sn-glycero-3-phospho-D-myo-inositol	related	UniProt	CHEBI:64872	2-acyl-sn-glycero-3-phospho-1D-myo-inositol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_62746		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
2-acyl-sn-glycero-3-phospho-L-serine	exact		CHEBI:65214	2-acyl-sn-glycero-3-phosphoserine(1-)				different_inchikeys
2-acyl-sn-glycero-3-phosphocholine	label		CHEBI:57875	2-acyl-sn-glycero-3-phosphocholine				different_inchikeys
2-acyl-sn-glycero-3-phosphoethanolamine	exact		CHEBI:65213	2-acyl-sn-glycero-3-phosphoethanolamine zwitterion	label+http://purl.obolibrary.org/obo/CHEBI_28936		http://purl.obolibrary.org/obo/chebi#is_tautomer_of	different_inchikeys
2-acyl-sn-glycerol 3-phosphate	exact		CHEBI:64982	2-acyl-sn-glycero-3-phosphate(2-)				different_inchikeys
2-acylglycerol	exact		CHEBI:17389	2-monoglyceride				different_inchikeys
2-acylphloroglucinol	exact		CHEBI:134386	2-acylphloroglucinol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_134316		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	different_inchikeys
2-acylphloroglucinol 1-O-beta-D-glucoside	label		CHEBI:141060	2-acylphloroglucinol 1-O-beta-D-glucoside				different_inchikeys
2-all-trans-decaprenylphenol	exact	UniProt	CHEBI:84511	2-all-trans-decaprenylphenol				different_inchikeys
2-all-trans-heptaprenylphenol	exact	UniProt	CHEBI:84509	2-all-trans-heptaprenylphenol				different_inchikeys
2-all-trans-hexaprenylphenol	related	UniProt	CHEBI:1110	2-hexaprenylphenol				different_inchikeys
2-all-trans-nonaprenylphenol	exact	UniProt	CHEBI:84510	2-all-trans-nonaprenylphenol				different_inchikeys
2-all-trans-octaprenylphenol	related	UniProt	CHEBI:40407	2-octaprenylphenol				different_inchikeys
2-alpha-D-glucosyl-D-glucose	related	UniProt	CHEBI:33020	kojibiose				different_inchikeys
2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate	related	UniProt	CHEBI:58859	2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonic acid zwitterion				different_inchikeys
2-amino-2-deoxy-D-gluconate	related	UniProt	CHEBI:58269	2-amino-2-deoxy-D-gluconic acid zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_33805|label+http://purl.obolibrary.org/obo/CHEBI_33805	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
2-amino-2-deoxy-D-gluconate 6-phosphate	related	UniProt	CHEBI:75705	D-glucosaminic acid 6-phosphate(2-)				different_inchikeys
2-amino-2-phenylacetonitrile	exact	UniProt	CHEBI:77398	2-amino-2-phenylacetonitrile				different_inchikeys
2-amino-3-carboxymuconate 6-semialdehyde	related	UniProt	CHEBI:77803	2-ammonio-3-(3-oxoprop-1-enyl)but-2-enedioate(1-)				different_inchikeys
2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate	related	UniProt	CHEBI:58898	2-azaniumyl-4,5-dihydroxy-6-oxo-7-(phosphonatooxy)heptanoate(2-)				different_inchikeys
2-amino-4,7-dihydroxypteridine	related	UniProt	CHEBI:16713	2-aminopteridine-4,7-diol				different_inchikeys
2-amino-4-hydroxypteridine	label		CHEBI:73184	2-amino-4-hydroxypteridine				different_inchikeys
2-amino-4-hydroxypteridine	related	UniProt	CHEBI:18265	2-aminopteridin-4-ol	label+http://purl.obolibrary.org/obo/CHEBI_73184		direct_superClassOf	different_inchikeys
2-amino-5-chloromuconate 6-semialdehyde	related	UniProt	CHEBI:75057	2-amino-5-chloro-cis,cis-muconate 6-semialdehyde zwitterion				different_inchikeys
2-amino-5-chlorophenol	exact	UniProt	CHEBI:75051	2-amino-5-chlorophenol				different_inchikeys
2-amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	related	UniProt	CHEBI:57258	2-amino-5-formylamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate(2-)				different_inchikeys
2-amino-5-oxocyclohex-1-enecarbonyl-CoA	related	UniProt	CHEBI:58410	2-amino-5-oxocyclohex-1-enecarbonyl-CoA(4-)	exact+http://purl.obolibrary.org/obo/CHEBI_18206|label+http://purl.obolibrary.org/obo/CHEBI_18206	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one	related	UniProt	CHEBI:27714	6-acetyl-2-amino-3,7,8,9-tetrahydropyrimido[4,5-b][1,4]diazepin-4-one				different_inchikeys
2-aminobenzenesulfonate	exact	IUPAC|UniProt	CHEBI:15942	2-aminobenzenesulfonate				different_inchikeys
2-aminobut-2-enoate	related	UniProt	CHEBI:48306	2-aminobut-2-enoic acid zwitterion	exact+http://purl.obolibrary.org/obo/CHEBI_58739|label+http://purl.obolibrary.org/obo/CHEBI_58739	|	http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	same_inchikey
2-aminomalonate semialdehyde	related	UniProt	CHEBI:77662	L-3-oxoalanine zwitterion				different_inchikeys
2-aminomuconate 6-semialdehyde	related	UniProt	CHEBI:77634	2-aminomuconic 6-semialdehyde zwitterion				different_inchikeys
2-aminopentanenitrile	exact	IUPAC|UniProt	CHEBI:77400	2-aminopentanenitrile				different_inchikeys
2-aminophenol	exact	IUPAC|UniProt	CHEBI:18112	2-aminophenol				different_inchikeys
2-aminophenoxazin-3-one	exact	UniProt	CHEBI:17293	2-aminophenoxazin-3-one				different_inchikeys
2-aminoprop-2-enoate	related	UniProt	CHEBI:76565	2-ammonioprop-2-enoate	exact+http://purl.obolibrary.org/obo/CHEBI_58020		no_relationship	same_inchikey
2-aryl-2-methylmalonate	related	UniProt	CHEBI:57542	aryl(methyl)malonate(2-)				different_inchikeys
2-arylethylamine	related	UniProt	CHEBI:77827	2-arylethylammomium(1+)	label+http://purl.obolibrary.org/obo/CHEBI_55436		http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of	different_inchikeys
2-arylpropionate	exact	UniProt	CHEBI:57738	2-arylpropionate				different_inchikeys
2-benzylsuccinate	related	ChEBI|UniProt	CHEBI:57621	2-benzylsuccinate(2-)				different_inchikeys
2-butyne-1,4-diol	related	UniProt	CHEBI:16413	but-2-yne-1,4-diol				different_inchikeys
2-caffeoylisocitrate	related	UniProt	CHEBI:57663	2-caffeoylisocitrate(3-)				different_inchikeys
2-carboxy-5-(dihydroxymethyl)furan	related	UniProt	CHEBI:83388	5-(dihydroxymethyl)-2-furoate	related+http://purl.obolibrary.org/obo/CHEBI_84211		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxy-5-formylfuran	related	UniProt	CHEBI:83387	5-formyl-2-furoate	related+http://purl.obolibrary.org/obo/CHEBI_84206		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxy-D-arabinitol	related	UniProt	CHEBI:58008	2-carboxylato-D-arabinitol(1-)	label+http://purl.obolibrary.org/obo/CHEBI_17077		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxy-D-arabinitol 1-phosphate	related	UniProt	CHEBI:58185	2-carboxylato-D-arabinitol 1-phosphate(3-)	label+http://purl.obolibrary.org/obo/CHEBI_17541		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxy-cis,cis-muconate	related	UniProt	CHEBI:58114	2-carboxylato-cis,cis-muconate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_17344		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxyhexacosanoyl-CoA	related	UniProt	CHEBI:83578	2-carboxyhexacosanoyl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_84305		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-carboxytetracosanoyl-CoA	related	UniProt	CHEBI:83577	2-carboxytetracosanoyl-CoA(5-)	label+http://purl.obolibrary.org/obo/CHEBI_84303		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-chloro-4-nitrotoluene	exact	UniProt	CHEBI:142283	2-chloro-4-nitrotoluene				different_inchikeys
2-chloro-6-nitrotoluene	exact	UniProt	CHEBI:142281	2-chloro-6-nitrotoluene				different_inchikeys
2-chloroacrylate	exact	UniProt	CHEBI:73935	2-chloroacrylate				different_inchikeys
2-chlorobenzoate	exact	IUPAC|UniProt	CHEBI:28303	2-chlorobenzoate				different_inchikeys
2-chloroethanol	exact	IUPAC|UniProt	CHEBI:28200	2-chloroethanol				different_inchikeys
2-cis,4-trans-xanthoxin	exact	UniProt	CHEBI:32304	2-cis,4-trans-xanthoxin				different_inchikeys
2-cis,6-trans,10-trans-geranylgeranyl diphosphate	related	UniProt	CHEBI:62639	2-cis,6-trans,10-trans-geranylgeranyl diphosphate(3-)	label+http://purl.obolibrary.org/obo/CHEBI_10698		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-cis-(+)-abscisate	related	UniProt	CHEBI:37569	(+)-abscisate				different_inchikeys
2-cis-(+)-abscisic aldehyde	related	UniProt	CHEBI:31157	(+)-abscisic aldehyde				different_inchikeys
2-coumarate	exact	UniProt	CHEBI:11594	2-coumarate				different_inchikeys
2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate	related	UniProt	CHEBI:88094	2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate(2-)				different_inchikeys
2-dehydro-3-deoxy-6-phospho-D-galactonate	related	UniProt	CHEBI:58298	6-phosphonato-2-dehydro-3-deoxy-D-galactate(3-)				different_inchikeys
2-dehydro-3-deoxy-6-phospho-D-gluconate	related	UniProt	CHEBI:57569	2-dehydro-3-deoxy-6-phosphonato-D-gluconate(3-)	related+http://purl.obolibrary.org/obo/CHEBI_15925		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-dehydro-3-deoxy-D-arabinonate	exact	UniProt	CHEBI:16699	2-dehydro-3-deoxy-D-arabinonate				different_inchikeys
2-dehydro-3-deoxy-D-fuconate	exact	UniProt	CHEBI:58378	2-dehydro-3-deoxy-D-fuconate				different_inchikeys
2-dehydro-3-deoxy-D-galactonate	exact	UniProt	CHEBI:57989	2-dehydro-3-deoxy-D-galactonate				different_inchikeys
2-dehydro-3-deoxy-D-glucarate	related	ChEBI|UniProt	CHEBI:58098	2-dehydro-3-deoxy-D-glucarate(2-)	related+http://purl.obolibrary.org/obo/CHEBI_17305		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-dehydro-3-deoxy-D-gluconate	exact	UniProt	CHEBI:57990	2-dehydro-3-deoxy-D-gluconate	related+http://purl.obolibrary.org/obo/CHEBI_17032		http://purl.obolibrary.org/obo/chebi#is_conjugate_acid_of	same_inchikey
2-dehydro-3-deoxy-L-arabinonate	exact	UniProt	CHEBI:35173	2-dehydro-3-deoxy-L-arabinonate				different_inchikeys
2-dehydro-3-deoxy-L-fuconate	exact	UniProt	CHEBI:37448	2-dehydro-3-deoxy-L-fuconate				different_inchikeys
2-dehydro-3-deoxy-L-galactonate	related	UniProt	CHEBI:75545	2-keto-3-deoxy-L-galactonate				different_inchikeys
2-dehydro-3-deoxy-L-rhamnonate	exact	UniProt	CHEBI:58371	2-dehydro-3-deoxy-L-rhamnonate				different_inchikeys
2-dehydro-D-erythronate	related	UniProt	CHEBI:136668	(R)-3,4-dihydroxy-2-oxobutanoate				different_inchikeys
2-dehydro-D-gluconate	exact	ChEBI|UniProt	CHEBI:16808	2-dehydro-D-gluconate				different_inchikeys
2-dehydro-D-glucose	related	ChEBI|UniProt	CHEBI:16609	2-dehydro-D-glucopyranose				different_inchikeys
2-dehydro-L-erythronate	related	UniProt	CHEBI:136669	(S)-3,4-dihydroxy-2-oxobutanoate				different_inchikeys
2-dehydro-L-idonate	exact	UniProt	CHEBI:36602	2-dehydro-L-idonate				different_inchikeys
2-dehydropantoate	exact	UniProt	CHEBI:11561	2-dehydropantoate				different_inchikeys
2-dehydropantolactone	exact	UniProt	CHEBI:18395	2-dehydropantolactone				different_inchikeys
2-demethylmenaquinol-10	exact	UniProt	CHEBI:84546	2-demethylmenaquinol-10				different_inchikeys
2-demethylmenaquinol-11	exact	UniProt	CHEBI:84548	2-demethylmenaquinol-11				different_inchikeys
2-demethylmenaquinol-12	exact	UniProt	CHEBI:84551	2-demethylmenaquinol-12				different_inchikeys
2-demethylmenaquinol-13	exact	UniProt	CHEBI:84553	2-demethylmenaquinol-13				different_inchikeys
2-demethylmenaquinol-6	exact	UniProt	CHEBI:84539	2-demethylmenaquinol-6				different_inchikeys
2-demethylmenaquinol-7	exact	UniProt	CHEBI:64806	2-demethylmenaquinol-7				different_inchikeys
2-demethylmenaquinol-8	exact	UniProt	CHEBI:61873	2-demethylmenaquinol-8				different_inchikeys
2-demethylmenaquinol-9	exact	UniProt	CHEBI:84542	2-demethylmenaquinol-9				different_inchikeys
2-demethylmenaquinone-8	exact	UniProt	CHEBI:48455	2-demethylmenaquinone-8				different_inchikeys
2-deoxy-D-gluconate	exact	IUPAC|UniProt	CHEBI:57653	2-deoxy-D-gluconate				different_inchikeys
2-deoxy-D-glucose	related	UniProt	CHEBI:84755	2-deoxy-D-glucopyranose	label+http://purl.obolibrary.org/obo/CHEBI_15866		direct_superClassOf	different_inchikeys
